"user_id","dish","dish_type","category","ingredient_1","ingredient_2","ingredient_3","rating"
"U1029","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,5
"U1029","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",3
"U1029","Arachu Vitta Sambar","Lunch and Dinner","Vegetarian","vegetables"," dal"," sambar powder ",3
"U1029","Veg Dumplings","Lunch and Dinner","Vegetarian","flour"," vegetables",NULL,3
"U1029","Fish Manchurian","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",4
"U1029","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",4
"U1086","Margarita Pizza","Lunch and Dinner","Vegetarian","pizza"," cheese",NULL,4
"U1086","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",4
"U1086","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,2
"U1086","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",2
"U1086","Chilli Potatoes","Lunch and Dinner","Vegetarian","potato"," sauce"," cornflour",1
"U1086","Chicken Pepperoni Piza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",4
"U1086","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",2
"U1086","Kadaai Paneer","Lunch and Dinner","Vegetarian","paneer"," vegetables"," spices",4
"U1086","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,1
"U1019","Chicken Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",2
"U1019","Cashew Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," cashew"," sauce",3
"U1137","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,2
"U1019","Mutton Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," egg",2
"U1019","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,4
"U1137","Arachu Vitta Sambar","Lunch and Dinner","Vegetarian","vegetables"," dal"," sambar powder ",3
"U1137","Tandoori Fish","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",4
"U1090","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",5
"U1137","Veg Dum Biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1137","Lassi","Lunch and Dinner","Vegetarian","milk"," sweet"," curd",5
"U1137","Veg Platter","Lunch and Dinner","Vegetarian","vegetables"," yogurt"," lemon",3
"U1137","Fish Fry","Lunch and Dinner","Non-Vegeterian","fish"," spices"," lemon",5
"U1137","Gobi Manchurian","Lunch and Dinner","Vegetarian","corn flour"," vegetables"," sauce",1
"U1137","Veg Dum Biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,2
"U1137","Butter Roti","Lunch and Dinner","Vegetarian","flour"," butter",NULL,3
"U1137","Mutton Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," egg",5
"U1137","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",5
"U1137","Chilli Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",4
"U1137","Tandoori Fish","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",2
"U1114","Chilli Paneer","Lunch and Dinner","Vegetarian","paneer"," corn flour"," sauce",5
"U1114","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",3
"U1114","Chicken Fry","Lunch and Dinner","Non-Vegeterian","chicken"," egg"," flour",5
"U1114","Mutton Pepper Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",4
"U1114","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,3
"U1114","Chicken Pepperoni Piza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",4
"U1114","Mutton Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,3
"U1114","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",2
"U1114","Malvani Chicken Curry","Lunch and Dinner","Non-Vegeterian","chicken"," coconut"," spices",2
"U1114","South Indian Chicken masala","Lunch and Dinner","Non-Vegeterian","chicken"," coconut mik "," spices",2
"U1061","Veg Spring Rolls","Lunch and Dinner","Vegetarian","vegetables"," flour"," flour",4
"U1061","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",4
"U1061","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,2
"U1061","Plain Dosa","Lunch and Dinner","Vegetarian","black gram"," rice",NULL,2
"U1061","Malai Kulfi","Lunch and Dinner","Vegetarian","sweet"," milk"," cream",1
"U1061","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,2
"U1061","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",2
"U1061","Dal Tadka","Lunch and Dinner","Vegetarian","pulses",NULL,NULL,2
"U1013","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",1
"U1013","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",1
"U1061","Lemon Rice","Lunch and Dinner","Vegetarian","rice"," lemon",NULL,3
"U1061","Fish tikka","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",2
"U1061","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1046","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,3
"U1046","Cashew Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," cashew"," sauce",5
"U1046","Fish Manchurian","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",5
"U1046","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",3
"U1046","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",2
"U1046","Moong daal Halwa","Lunch and Dinner","Vegetarian","sweet"," dal"," ghee",2
"U1046","Chilli Paneer","Lunch and Dinner","Vegetarian","paneer"," corn flour"," sauce",1
"U1046","Ice Tea","Lunch and Dinner","Vegetarian","tea"," sweet"," lemon",3
"U1041","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",2
"U1041","Chicken Majestic","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",3
"U1041","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",3
"U1041","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,4
"U1041","Chicken Manchurian","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",3
"U1041","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",2
"U1004","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",3
"U1004","Mutton Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,5
"U1004","Pepper Garlic Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," vegetables ",3
"U1003","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",5
"U1059","Gobi Manchurian","Lunch and Dinner","Vegetarian","corn flour"," vegetables"," sauce",4
"U1059","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",3
"U1059","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",3
"U1061","Mutton Kofte","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",2
"U1061","Mutton Kofte","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",2
"U1061","Veg Spring Rolls","Lunch and Dinner","Vegetarian","vegetables"," flour"," flour",2
"U1061","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",3
"U1090","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",5
"U1090","Lassi","Lunch and Dinner","Vegetarian","milk"," sweet"," curd",2
"U1112","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",4
"U1112","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1112","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",3
"U1090","Mutton Kofte","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",1
"U1057","Butter Naan","Lunch and Dinner","Vegetarian","flour"," butter",NULL,5
"U1112","Chicken Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",5
"U1057","Gobi Manchurian","Lunch and Dinner","Vegetarian","corn flour"," vegetables"," sauce",4
"U1112","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",5
"U1112","Mixed Non-Veg Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," vegetables"," egg",1
"U1090","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",1
"U1090","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",1
"U1112","Mutton Awadhi Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," papaya"," spices",3
"U1057","Fish Fry","Lunch and Dinner","Non-Vegeterian","fish"," spices"," lemon",3
"U1112","Haryali Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt"," spices",1
"U1061","Hyderabadi Keema","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,5
"U1112","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",2
"U1061","Dal Tadka","Lunch and Dinner","Vegetarian","pulses",NULL,NULL,5
"U1112","Pepper Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",4
"U1090","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",5
"U1112","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,3
"U1090","Chicken Majestic","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",5
"U1025","Veg Platter","Lunch and Dinner","Vegetarian","vegetables"," yogurt"," lemon",5
"U1057","Veg Platter","Lunch and Dinner","Vegetarian","vegetables"," yogurt"," lemon",3
"U1112","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",4
"U1057","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,2
"U1112","Chicken Tandoori","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",2
"U1061","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,4
"U1025","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",1
"U1057","Chicken 65","Lunch and Dinner","Non-Vegeterian","chicken"," rice flour"," spices",1
"U1057","Aloo Gobi Masala","Lunch and Dinner","Vegetarian","vegetables"," spices"," potato",1
"U1090","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",5
"U1090","Veg biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1057","Ice-cream","Lunch and Dinner","Vegetarian","sweet"," milk",NULL,1
"U1057","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",1
"U1025","Mushroom Malai Tikka","Lunch and Dinner","Vegetarian","mushroom"," cream"," spices",1
"U1057","Vanilla Milkshake","Lunch and Dinner","Vegetarian","milk"," vanilla"," sweet",2
"U1025","Plain Dosa","Lunch and Dinner","Vegetarian","black gram"," rice",NULL,5
"U1057","Haryali Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt"," spices",5
"U1025","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,3
"U1025","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,2
"U1025","Chicken Tikka Dry","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",2
"U1025","Mutton Kofte","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",5
"U1025","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,3
"U1025","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,4
"U1025","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",1
"U1097","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",5
"U1097","Bendekaayi Gojju (Ladys Finger Gravy)","Lunch and Dinner","Vegetarian","lady finger"," coconut"," pulses",3
"U1097","Chocolate Brownie","Lunch and Dinner","Vegetarian","sweet"," chocolate"," milk",2
"U1097","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",4
"U1097","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",3
"U1059","Lassi","Lunch and Dinner","Vegetarian","milk"," sweet"," curd",5
"U1059","Kesariya Kheer","Lunch and Dinner","Vegetarian","sweet"," rice"," milk",1
"U1059","Arachu Vitta Sambar","Lunch and Dinner","Vegetarian","vegetables"," dal"," sambar powder ",4
"U1059","Veg Pulao","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1059","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",5
"U1128","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,1
"U1059","Mix Veg Curry","Lunch and Dinner","Vegetarian","vegetables"," spices",NULL,3
"U1059","Prawns Biryani","Lunch and Dinner","Non-Vegeterian","rice"," prawns",NULL,2
"U1128","Lemon Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," lemon"," spices",3
"U1128","Chicken Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,2
"U1128","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,2
"U1128","Veg Manchurian","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," sauce",5
"U1128","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",2
"U1128","Veg Pakora","Lunch and Dinner","Vegetarian","vegetables"," flour ",NULL,4
"U1128","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",2
"U1128","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",4
"U1128","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",2
"U1097","Farm Fresh Pizza","Lunch and Dinner","Vegetarian","pizza"," vegetables"," cheese",4
"U1097","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",4
"U1097","Cashew Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," cashew"," sauce",3
"U1097","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",3
"U1097","Fish Fry","Lunch and Dinner","Non-Vegeterian","fish"," spices"," lemon",1
"U1006","Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",1
"U1006","Veg Spring Rolls","Lunch and Dinner","Vegetarian","vegetables"," flour"," flour",2
"U1006","Malvani Chicken Curry","Lunch and Dinner","Non-Vegeterian","chicken"," coconut"," spices",4
"U1006","Chicken Pepperoni Piza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",2
"U1006","Mutton Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," egg",5
"U1006","Mushroom Tikka","Lunch and Dinner","Vegetarian","mushroom"," yogurt"," spices",2
"U1006","South Indian Chicken masala","Lunch and Dinner","Non-Vegeterian","chicken"," coconut mik "," spices",3
"U1006","Mutton Pepper Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",2
"U1006","Chicken Fry","Lunch and Dinner","Non-Vegeterian","chicken"," egg"," flour",1
"U1006","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",2
"U1006","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",2
"U1131","Fresh Lime Soda","Lunch and Dinner","Vegetarian","lemon"," soda",NULL,4
"U1131","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",4
"U1131","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",2
"U1131","Matar Pulao","Lunch and Dinner","Vegetarian","rice",NULL,NULL,3
"U1131","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",5
"U1131","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",3
"U1073","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",2
"U1073","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,4
"U1073","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",5
"U1073","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,5
"U1073","Pepper Garlic Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," vegetables ",5
"U1073","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",3
"U1073","Apollo Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",1
"U1073","Avial with Kerala Red Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,1
"U1073","Chilli Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",3
"U1073","Mutton Cutlet","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," potato",4
"U1073","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,4
"U1049","Cashew Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," cashew"," sauce",4
"U1049","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,4
"U1049","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,5
"U1049","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1049","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",1
"U1049","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",2
"U1049","Vanilla Milkshake","Lunch and Dinner","Vegetarian","milk"," vanilla"," sweet",1
"U1058","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,1
"U1058","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",2
"U1058","Mutton Cutlet","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," potato",2
"U1058","Veg lollipop","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," spices",4
"U1058","Avial with Kerala Red Rice","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1058","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",3
"U1058","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",4
"U1058","Veg Kofta","Lunch and Dinner","Vegetarian","vegetables"," flour"," spices",4
"U1002","Paneer Pulao","Lunch and Dinner","Vegetarian","rice"," paneer",NULL,2
"U1002","Veg Dum Biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,5
"U1002","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",4
"U1002","Gobi Manchurian","Lunch and Dinner","Vegetarian","corn flour"," vegetables"," sauce",5
"U1002","Chicken Majestic","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",4
"U1002","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",3
"U1096","Murgh Lasooni Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," cream"," spices",2
"U1002","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",3
"U1002","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",5
"U1002","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,1
"U1002","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",5
"U1096","Chicken Tikka Dry","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",1
"U1096","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",3
"U1096","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,2
"U1096","Prawns Biryani","Lunch and Dinner","Non-Vegeterian","rice"," prawns",NULL,2
"U1096","Haryali Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt"," spices",2
"U1136","Chicken Chettinad","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,4
"U1096","Hyderabadi Keema","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,2
"U1136","Chicken Manchurian","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",3
"U1096","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",1
"U1136","Mutton 65 Pizza","Lunch and Dinner","Non-Vegeterian","mutton"," pizza"," cheese",3
"U1136","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,2
"U1096","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",3
"U1136","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",5
"U1136","Fruit cream","Lunch and Dinner","Vegetarian","sweet"," fruits"," cream",1
"U1096","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,5
"U1096","Chicken Pepperoni Piza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",5
"U1136","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",5
"U1136","Veg Cutlet","Lunch and Dinner","Vegetarian","vegetables"," bread",NULL,1
"U1136","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",3
"U1136","Mutton Pepper Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",1
"U1097","Margarita Pizza","Lunch and Dinner","Vegetarian","pizza"," cheese",NULL,3
"U1097","Tandoori Fish","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",3
"U1097","Mutton Kofte","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",1
"U1058","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",4
"U1058","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",1
"U1010","Butter Roti","Lunch and Dinner","Vegetarian","flour"," butter",NULL,3
"U1010","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",5
"U1010","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",2
"U1003","Prawns Biryani","Lunch and Dinner","Non-Vegeterian","rice"," prawns",NULL,2
"U1010","Crispy Corn","Lunch and Dinner","Vegetarian","corn"," corn flour"," spices",4
"U1010","Butter Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," butter",5
"U1010","Aloo Gobi Masala","Lunch and Dinner","Vegetarian","vegetables"," spices"," potato",3
"U1102","Butter Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," butter",5
"U1102","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",4
"U1010","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",1
"U1102","Chicken Roast","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",1
"U1010","Jeera Rice","Lunch and Dinner","Vegetarian","rice",NULL,NULL,4
"U1102","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",1
"U1013","Apollo Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",2
"U1013","Pepper Garlic Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," vegetables ",3
"U1028","Arachu Vitta Sambar","Lunch and Dinner","Vegetarian","vegetables"," dal"," sambar powder ",1
"U1028","Gobi Manchurian","Lunch and Dinner","Vegetarian","corn flour"," vegetables"," sauce",3
"U1028","Lemon Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," lemon"," spices",5
"U1050","Tandoori Fish","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",5
"U1050","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1050","Chicken Manchurian","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",3
"U1050","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,3
"U1050","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,3
"U1050","Chocolate Milkshake","Lunch and Dinner","Vegetarian","milk"," chocolate"," sweet",3
"U1050","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",2
"U1028","Fish Fry","Lunch and Dinner","Non-Vegeterian","fish"," spices"," lemon",4
"U1129","Chicken 65","Lunch and Dinner","Non-Vegeterian","chicken"," rice flour"," spices",5
"U1129","Margarita Pizza","Lunch and Dinner","Vegetarian","pizza"," cheese",NULL,3
"U1028","Mushroom Masala","Lunch and Dinner","Vegetarian","mushroom"," spices",NULL,1
"U1028","Mushroom Tikka","Lunch and Dinner","Vegetarian","mushroom"," yogurt"," spices",1
"U1028","Chilli Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",1
"U1087","Chicken Malai","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",4
"U1087","Chicken Fry","Lunch and Dinner","Non-Vegeterian","chicken"," egg"," flour",2
"U1087","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,4
"U1087","Veg biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1087","Mixed Non-Veg Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," vegetables"," egg",4
"U1087","Chicken Roast","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",3
"U1087","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,2
"U1087","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,4
"U1065","Veg Spring Rolls","Lunch and Dinner","Vegetarian","vegetables"," flour"," flour",2
"U1065","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",4
"U1129","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,1
"U1065","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",1
"U1129","Kesariya Kheer","Lunch and Dinner","Vegetarian","sweet"," rice"," milk",1
"U1065","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",3
"U1039","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,1
"U1039","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",3
"U1065","Mushroom Tikka","Lunch and Dinner","Vegetarian","mushroom"," yogurt"," spices",3
"U1039","Chicken Kheema Balls Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",5
"U1130","Murgh Lasooni Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," cream"," spices",4
